tag,true_label,cp_prediction,prediction_set,max_probability,final_decision,fault_evidence,slow_gate_open,transient_gate_open,max_E_bar,transient_score,split_seed
20260301_204447_w40_lp1_seed2_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w40_lp1_seed2_healthy_r1,healthy,healthy,healthy,0.9783639692975541,healthy,0,0,0,3.9318617215313956,-3.165275978776185,0
20260301_204447_w40_lp1_seed2_healthy_r2,healthy,healthy,healthy,0.9420590027160667,healthy,0,0,0,3.9211348914858375,-3.18212613820948,0
20260301_204447_w40_lp1_seed2_rs_drift_p02,rs_drift,rs_drift,rs_drift,0.99,rs_drift,1,1,1,203.77211965946597,-1.598307117918182,0
20260301_204447_w40_lp1_seed2_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1243.92195835939,0.7945568804301061,0
20260301_204447_w40_lp1_seed2_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,3171.660368743511,2.4003427644259565,0
20260301_204447_w40_lp1_seed2_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4950.477532910017,3.2166566645323322,0
20260301_204447_w40_lp1_seed2_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,11127.77714125868,4.749639216600388,0
20260301_204447_w40_lp1_seed2_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,19782.670525841215,5.858142556804509,0
20260301_204447_w40_lp1_seed2_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,44544.59927002879,7.429842895208819,0
20260301_204447_w40_lp1_seed2_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,79279.99131563681,8.543369724588569,0
20260301_204447_w40_lp1_seed2_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w40_lp1_seed2_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w40_lp1_seed2_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w40_lp1_seed2_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w40_lp1_seed2_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w40_lp1_seed2_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w50_lp0_seed2_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.208469153119901,0
20260301_204447_w50_lp0_seed2_healthy_r1,healthy,healthy,healthy,0.9783639692975541,healthy,0,0,0,3.9318617215313956,-3.165275978776185,0
20260301_204447_w50_lp0_seed2_healthy_r2,healthy,healthy,healthy,0.9420590027160667,healthy,0,0,0,3.9211348914858375,-3.1821261382094805,0
20260301_204447_w50_lp0_seed2_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,279.7540980833137,-0.818491108969926,0
20260301_204447_w50_lp0_seed2_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1716.1876847278293,2.083266487740954,0
20260301_204447_w50_lp0_seed2_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4379.852160715899,3.8320335878741227,0
20260301_204447_w50_lp0_seed2_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,6837.810479629991,4.68780667904243,0
20260301_204447_w50_lp0_seed2_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,15371.95247284941,6.261277911391005,0
20260301_204447_w50_lp0_seed2_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,27322.556385883614,7.38278432641124,0
20260301_204447_w50_lp0_seed2_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,61490.4603523575,8.960262013308562,0
20260301_204447_w50_lp0_seed2_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,109376.66411092764,10.072395039102624,0
20260301_204447_w50_lp0_seed2_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.208469153119901,0
20260301_204447_w50_lp0_seed2_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.208469153119901,0
20260301_204447_w50_lp0_seed2_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.208469153119901,0
20260301_204447_w50_lp0_seed2_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.208469153119901,0
20260301_204447_w50_lp0_seed2_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.208469153119901,0
20260301_204447_w50_lp0_seed2_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.208469153119901,0
20260301_204447_w50_lp1_seed2_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.2084691531199008,0
20260301_204447_w50_lp1_seed2_healthy_r1,healthy,healthy,healthy,0.9783639692975541,healthy,0,0,0,3.9318617215313956,-3.165275978776185,0
20260301_204447_w50_lp1_seed2_healthy_r2,healthy,healthy,healthy,0.9420590027160667,healthy,0,0,0,3.9211348914858357,-3.1821261382094805,0
20260301_204447_w50_lp1_seed2_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,194.3788802927179,-1.3862355176986314,0
20260301_204447_w50_lp1_seed2_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1185.4989925185937,1.2559249556944452,0
20260301_204447_w50_lp1_seed2_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,3022.1806406464198,2.9463221465676925,0
20260301_204447_w50_lp1_seed2_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4716.884469297839,3.7872315707210173,0
20260301_204447_w50_lp1_seed2_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,10601.709640592851,5.3464965276974095,0
20260301_204447_w50_lp1_seed2_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,18845.517563971705,6.464184372776394,0
20260301_204447_w50_lp1_seed2_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,42429.935228069306,8.041313986926832,0
20260301_204447_w50_lp1_seed2_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,75509.2221523734,9.155481174582793,0
20260301_204447_w50_lp1_seed2_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.2084691531199008,0
20260301_204447_w50_lp1_seed2_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.2084691531199008,0
20260301_204447_w50_lp1_seed2_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.2084691531199008,0
20260301_204447_w50_lp1_seed2_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.2084691531199008,0
20260301_204447_w50_lp1_seed2_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.2084691531199008,0
20260301_204447_w50_lp1_seed2_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.2084691531199008,0
20260301_204447_w50_lp2_seed1_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7570783080762973,uncertain,0,0,0,3.960874069585741,-3.1808071399751663,0
20260301_204447_w50_lp2_seed1_healthy_r1,healthy,healthy,healthy,0.9988888888888888,healthy,0,0,0,3.88104761660101,-3.192241776158226,0
20260301_204447_w50_lp2_seed1_healthy_r2,healthy,healthy,healthy,0.9979365079365079,healthy,1,1,0,3.9788331735606506,-3.139234768783161,0
20260301_204447_w50_lp2_seed1_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,297.79431184388585,-0.39996438684741625,0
20260301_204447_w50_lp2_seed1_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1828.669957594471,2.6029005140898436,0
20260301_204447_w50_lp2_seed1_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4673.757426585121,4.369810742809639,0
20260301_204447_w50_lp2_seed1_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,7299.833883695292,5.229976496167001,0
20260301_204447_w50_lp2_seed1_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,16414.922516176786,6.807953231852492,0
20260301_204447_w50_lp2_seed1_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,29167.033699564734,7.931315737883741,0
20260301_204447_w50_lp2_seed1_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,65553.85776304903,9.510863925372073,0
20260301_204447_w50_lp2_seed1_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,116404.21180118297,10.624536017365072,0
20260301_204447_w50_lp2_seed1_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7570783080762973,uncertain,0,0,0,3.960874069585741,-3.1808071399751663,0
20260301_204447_w50_lp2_seed1_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7570783080762973,uncertain,0,0,0,3.960874069585741,-3.1808071399751663,0
20260301_204447_w50_lp2_seed1_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7570783080762973,uncertain,0,0,0,3.960874069585741,-3.1808071399751663,0
20260301_204447_w50_lp2_seed1_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7570783080762973,uncertain,0,0,0,3.960874069585741,-3.1808071399751663,0
20260301_204447_w50_lp2_seed1_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7570783080762973,uncertain,0,0,0,3.960874069585741,-3.1808071399751663,0
20260301_204447_w50_lp2_seed1_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7570783080762973,uncertain,0,0,0,3.960874069585741,-3.1808071399751663,0
20260301_204447_w50_lp2_seed2_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.2084691531199008,0
20260301_204447_w50_lp2_seed2_healthy_r1,healthy,healthy,healthy,0.9783639692975541,healthy,0,0,0,3.9318617215313956,-3.165275978776185,0
20260301_204447_w50_lp2_seed2_healthy_r2,healthy,healthy,healthy,0.9420590027160667,healthy,0,0,0,3.9211348914858357,-3.1821261382094805,0
20260301_204447_w50_lp2_seed2_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,299.24433625076915,-0.4462182127622645,0
20260301_204447_w50_lp2_seed2_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1838.9490802167666,2.5843067071794987,0
20260301_204447_w50_lp2_seed2_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4691.605425678892,4.3592097808051555,0
20260301_204447_w50_lp2_seed2_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,7322.416532556869,5.22186119714145,0
20260301_204447_w50_lp2_seed2_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,16447.584130962703,6.802917006422556,0
20260301_204447_w50_lp2_seed2_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,29210.88040693962,7.927697671369012,0
20260301_204447_w50_lp2_seed2_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,65622.45747067081,9.508574011025665,0
20260301_204447_w50_lp2_seed2_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,116499.46529725357,10.622875947525722,0
20260301_204447_w50_lp2_seed2_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.2084691531199008,0
20260301_204447_w50_lp2_seed2_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.2084691531199008,0
20260301_204447_w50_lp2_seed2_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.2084691531199008,0
20260301_204447_w50_lp2_seed2_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.2084691531199008,0
20260301_204447_w50_lp2_seed2_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.2084691531199008,0
20260301_204447_w50_lp2_seed2_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.015456387748112,-3.2084691531199008,0
20260301_204447_w60_lp1_seed2_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w60_lp1_seed2_healthy_r1,healthy,healthy,healthy,0.9783639692975541,healthy,0,0,0,3.9318617215313956,-3.165275978776185,0
20260301_204447_w60_lp1_seed2_healthy_r2,healthy,healthy,healthy,0.9420590027160667,healthy,0,0,0,3.9211348914858366,-3.1821261382094805,0
20260301_204447_w60_lp1_seed2_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,185.4061786749958,-1.1724553123394497,0
20260301_204447_w60_lp1_seed2_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1129.5262426914546,1.6562391477102203,0
20260301_204447_w60_lp1_seed2_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,2878.9920149606937,3.3949962547782384,0
20260301_204447_w60_lp1_seed2_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4493.143087653211,4.248735518689642,0
20260301_204447_w60_lp1_seed2_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,10097.938287682904,5.8209546848404,0
20260301_204447_w60_lp1_seed2_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,17948.247305026674,6.942793001292753,0
20260301_204447_w60_lp1_seed2_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,40406.10877274694,8.52183756486904,0
20260301_204447_w60_lp1_seed2_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,71901.93841080648,9.635634354969968,0
20260301_204447_w60_lp1_seed2_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w60_lp1_seed2_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w60_lp1_seed2_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w60_lp1_seed2_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w60_lp1_seed2_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w60_lp1_seed2_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7648679936144663,uncertain,0,0,0,4.0154563877481095,-3.208469153119901,0
20260301_204447_w40_lp0_seed2_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.761218804030885,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,1
20260301_204447_w40_lp0_seed2_healthy_r1,healthy,healthy,healthy,1.0,healthy,0,0,0,3.9315894782717007,-3.165275978776185,1
20260301_204447_w40_lp0_seed2_healthy_r2,healthy,healthy,healthy,0.9959245014245013,healthy,0,0,0,3.9193680858208966,-3.1821261382094805,1
20260301_204447_w40_lp0_seed2_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,292.929670815114,-1.0644471484714548,1
20260301_204447_w40_lp0_seed2_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1798.1818477869383,1.6167390285038539,1
20260301_204447_w40_lp0_seed2_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4589.839072854092,3.307115341813949,1
20260301_204447_w40_lp0_seed2_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,7165.988642847571,4.147442957763207,1
20260301_204447_w40_lp0_seed2_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,16111.100626071166,5.705617096002642,1
20260301_204447_w40_lp0_seed2_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,28638.2647985641,6.82259070890721,1
20260301_204447_w40_lp0_seed2_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,64459.29267410543,8.398813965192254,1
20260301_204447_w40_lp0_seed2_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,114669.99268494152,9.512477842438699,1
20260301_204447_w40_lp0_seed2_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.761218804030885,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,1
20260301_204447_w40_lp0_seed2_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.761218804030885,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,1
20260301_204447_w40_lp0_seed2_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.761218804030885,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,1
20260301_204447_w40_lp0_seed2_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.761218804030885,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,1
20260301_204447_w40_lp0_seed2_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.761218804030885,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,1
20260301_204447_w40_lp0_seed2_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.761218804030885,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,1
20260301_204447_w40_lp1_seed1_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7540129467581489,uncertain,0,0,0,3.96058742593351,-3.1808071399751663,1
20260301_204447_w40_lp1_seed1_healthy_r1,healthy,healthy,healthy,1.0,healthy,0,0,0,3.8793202653655348,-3.1922417761582262,1
20260301_204447_w40_lp1_seed1_healthy_r2,healthy,healthy,healthy,0.997989417989418,healthy,1,1,0,3.977925783977968,-3.1392347687831608,1
20260301_204447_w40_lp1_seed1_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,204.80709286036742,-1.5421069210784075,1
20260301_204447_w40_lp1_seed1_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1246.593875199845,0.8256969330644669,1
20260301_204447_w40_lp1_seed1_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,3176.594138204089,2.4185202477277765,1
20260301_204447_w40_lp1_seed1_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4957.27749390223,3.2303384642618456,1
20260301_204447_w40_lp1_seed1_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,11140.545772817586,4.7576763674886715,1
20260301_204447_w40_lp1_seed1_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,19801.825190847052,5.86365293790407,1
20260301_204447_w40_lp1_seed1_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,44589.65474423553,7.433106753169493,1
20260301_204447_w40_lp1_seed1_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,79365.48025974812,8.54563122222547,1
20260301_204447_w40_lp1_seed1_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7540129467581489,uncertain,0,0,0,3.96058742593351,-3.1808071399751663,1
